Name,Website,Phone number,City,Location,Search cities,Website active,Website check,Final URL,Source,Detail URL
Zenith Roofing Ltd,,604-599-4715,Surrey,"5848 125 St, Surrey, BC, V3X 3P9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Zenith-Roofing-Ltd/6542129.html
3 King's Roofing And Renovations Inc.,,778-868-1906,Vancouver,"4323 Inverness St, Vancouver, BC, V5V 4X1, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/3-King-s-Roofing-And-Renovations-Inc/102761099.html
A New Look Painting & Waterproofing,,604-650-1848,Vancouver,"BC, Canada",Burnaby; New Westminster; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/A-New-Look-Painting-Waterproofing/15683.html
A To Z Roofing Ltd,https://atozroofing.ca/,778-996-6479,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,"not reachable or parked: https://atozroofing.ca/: HTTPSConnectionPool(host='atozroofing.ca', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='atozroofing.ca', port=443): Failed to resolve 'atozroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.atozroofing.ca/: HTTPSConnectionPool(host='www.atozroofing.ca', port=",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/A-To-Z-Roofing-Ltd/4269594.html
A&P Roofing Services Co Ltd,,778-322-3108,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/A-P-Roofing-Services-Co-Ltd/101001991.html
A-1 Roofing,http://a1roofingnw.com/,604-780-0128,Vancouver,"BC, Canada",Vancouver,No,roofing content,https://www.a1roofingnw.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/A-1-Roofing/19647.html
A-Top Roofing,,778-655-9605,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/A-Top-Roofing/104742231.html
A-Top Roofing Ltd,http://www.atoproofing.ca/,778-874-0421,Vancouver,"BC, Canada",Vancouver,Yes,"roofing content, phone match, city match, regional match",https://atoproofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/A-Top-Roofing-Ltd/101479889.html
A1 Roofing and Renos,,604-435-9855,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/A1-Roofing-and-Renos/101028197.html
AB Roofing,,778-834-4150,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/AB-Roofing/4269603.html
ACS Roofing Ltd,,604-671-4135,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/ACS-Roofing-Ltd/4230506.html
ARH Roofing & Restorations,,778-996-4681,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/ARH-Roofing-Restorations/4500278.html
AS Roofing Ltd,,778-838-4128,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/AS-Roofing-Ltd/100854745.html
AVI Roofing Ltd,,604-727-4013,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/AVI-Roofing-Ltd/101499219.html
Aardvark GC & Roofing,,778-785-5235,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Aardvark-GC-Roofing/6231722.html
Absolute Gutters & Downspouts Burnaby,,778-828-3886,Vancouver,"331-2273 Kingsway, Vancouver, BC, V5N 2T6, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Absolute-Gutters-Downspouts-Burnaby/100965203.html
Absolute Roof Solutions Ltd,http://www.absoluteroof.ca/,604-263-0334,Vancouver,"1676 75 Avenue W, Vancouver, BC, V6P 6G2, Canada",Burnaby; New Westminster; Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://absoluteroof.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Absolute-Roof-Solutions-Ltd/28124.html
Accurate Roofing Ltd,http://www.accurateroofing.ca/,604-250-3939,Vancouver,"312-2818 Main St, Vancouver, BC, V5T 0C1, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam; Port Moody; Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://accurateroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Accurate-Roofing-Ltd/100002951.html
Acor Roofing & Drainage,,604-984-7599,Vancouver,"310-250 1st Ave W, Vancouver, BC, V5Y 3T2, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Acor-Roofing-Drainage/2073635.html
Adanac Roofing & Gutters,https://adanac.ca/,778-655-3036,Vancouver,"206-456 Moberly Rd, Vancouver, BC, V5Z 4L7, Canada",Burnaby; Coquitlam; Delta; Langley; Maple Ridge; New Westminster; North Vancouver; Pitt Meadows; Port Coquitlam; Richmond; Surrey; Vancouver; West Vancouver; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.adanac.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Adanac-Roofing-Gutters/102712488.html
Aerie Roofing,,604-839-9394,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Aerie-Roofing/4299534.html
Affinity Roofing Inc. Vancouver,https://affinityroofing.ca/,604-330-6500,Vancouver,"160-422 Richards St, Vancouver, BC, V6B 2Z4, Canada",Vancouver,No,"not reachable or parked: https://affinityroofing.ca/: HTTPSConnectionPool(host='affinityroofing.ca', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='affinityroofing.ca', port=443) at 0x11d9c231cd0>, 'Connection to affinityroofing.ca timed out. (connect timeout=16)')) | https://www.affinityroofing.ca/: HTTPSConnectionPool(ho",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Affinity-Roofing-Inc-Vancouver/102760945.html
Alexcee Roofing,,604-230-3956,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Alexcee-Roofing/6587938.html
All Cities Roofing,http://www.allcitiesroofing.com/,604-612-0400,Vancouver,"BC, Canada",Coquitlam; Maple Ridge; Pitt Meadows; Port Coquitlam; Vancouver,No,"not reachable or parked: http://www.allcitiesroofing.com/: status=200 len=114 parked=True | https://www.allcitiesroofing.com/: status=200 len=114 parked=True | https://allcitiesroofing.com/: HTTPSConnectionPool(host='allcitiesroofing.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_s",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/All-Cities-Roofing/2782281.html
All Coast Roofing,https://allcoastroofing.ca/,778-229-0250,Vancouver,"BC, Canada",Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://allcoastroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/All-Coast-Roofing/102713560.html
Aman Roofing Ltd,,778-322-7020,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Aman-Roofing-Ltd/6020765.html
Amber-West Roofing & Contracting Group Ltd,,604-219-0182,Vancouver,"Po Box 551, Savona, BC, V0K 2J0, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Savona/Amber-West-Roofing-Contracting-Group-Ltd/102478409.html
Aqua Tech Roofing,,778-867-5325,Vancouver,"BC, Canada",Burnaby; New Westminster; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Aqua-Tech-Roofing/5824482.html
Arbutus Roofing & Drains (2006) Ltd,http://www.arbutusroofing.com/,604-214-4422,Vancouver,"315-2233 Burrard St, Vancouver, BC, V6J 3H9, Canada",Vancouver,Yes,"roofing content, regional match",https://www.bothwell-accurate.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Arbutus-Roofing-Drains-2006-Ltd/7780393.html
Arc Roofing & Waterproofing Systems,,604-434-3085,Vancouver,"BC, Canada",Delta; Richmond; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Arc-Roofing-Waterproofing-Systems/101272.html
Asphalt Embassy Roofing & Construction,,604-358-1918,Vancouver,"1503-1644 Nelson St, Vancouver, BC, V6G 2Y9, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Asphalt-Embassy-Roofing-Construction/103062282.html
Athwal Roofing,,778-558-5277,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Athwal-Roofing/104644140.html
Atwals Roofing,,604-715-5759,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Atwals-Roofing/101109552.html
BC Roofing Ltd,,604-240-1850,Vancouver,"110-3399 Kingsway, Vancouver, BC, V5R 5K6, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/BC-Roofing-Ltd/6777793.html
BC West Roofing & Contracting,,604-970-7980,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/BC-West-Roofing-Contracting/100983392.html
Bach Roofing,http://bachroofing.com/,604-259-9700,Vancouver,"717-8623 Granville St, Vancouver, BC, V6P 5A2, Canada",Vancouver,No,not reachable or parked: http://bachroofing.com/: status=200 len=114 parked=True | https://bachroofing.com/: status=200 len=114 parked=True | https://www.bachroofing.com/: status=200 len=114 parked=True | http://www.bachroofing.com/: status=200 len=114 parked=True,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Bach-Roofing/101058688.html
Bach Roofing Ltd,,604-715-0202,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Bach-Roofing-Ltd/101177432.html
Bahama Roofing,,604-767-9561,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Bahama-Roofing/104454471.html
Bains Roofing & Renovations,,604-710-3154,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Bains-Roofing-Renovations/101029305.html
Ben Roofing,,778-321-4019,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Ben-Roofing/104154647.html
Bernard Industrial Roofing,,604-505-8635,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Bernard-Industrial-Roofing/104451256.html
Blanshard Roofing,,604-725-4069,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Blanshard-Roofing/101277612.html
Budget Roof Cleaning Langley,,604-803-4878,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Budget-Roof-Cleaning-Langley/104750000.html
C & H Gill Roofing,,604-710-4113,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/C-H-Gill-Roofing/4213370.html
Cambie Drainage Contractors Ltd,http://cambieroofing.com/,604-261-1111,Vancouver,"1367 E Kent Ave North, Vancouver, BC, V5X 4T6, Canada",Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://cambieroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Cambie-Drainage-Contractors-Ltd/7586740.html
Cambie Roofing & Drainage,https://cambieroofing.com/,604-261-1111,Vancouver,"1367 E Kent Ave North, Vancouver, BC, V5X 4T6, Canada",Burnaby; Delta; New Westminster; Richmond; Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://cambieroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Cambie-Roofing-Drainage/1815160.html
Campos Roofing Ltd,,778-322-1971,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Campos-Roofing-Ltd/101007703.html
Capital Roofing City,,613-879-1050,Vancouver,"2403 - 489 Interurban Way, BC, V5X 0C7, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Capital-Roofing-City/104774971.html
Cascadia Roofing,,604-621-7474,Vancouver,"328-3381 Cambie St, Vancouver, BC, V5Z 4R3, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Cascadia-Roofing/102477619.html
Chico Roofing Group,,778-320-0414,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Chico-Roofing-Group/101511611.html
Chisholm Roofing Ltd,http://chisholmroofing.ca/,604-325-8099,Vancouver,"1083 East Kent Avenue North, Vancouver, BC, V5X 4V9, Canada",Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://www.chisholmroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Chisholm-Roofing-Ltd/1815480.html
Clean & Repair Gutter,,604-780-5841,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Clean-Repair-Gutter/102933591.html
Colingwood Roofing Ltd,,604-438-0382,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Colingwood-Roofing-Ltd/5820841.html
Collingwood Roofing,,604-831-3696,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Collingwood-Roofing/101500059.html
Collingwood Roofing Ltd,http://collingwoodroofing.ca/,604-779-5014,Vancouver,"5080 Rupert St, Vancouver, BC, V5R 2J8, Canada",Vancouver,Yes,"roofing content, name match",https://collingwoodroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Collingwood-Roofing-Ltd/3256572.html
Como Roofing & Contracting,,778-888-0449,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Como-Roofing-Contracting/101031688.html
Consumers Choice Roofing & Drainage Ltd,http://www.ccrandd.com/,604-669-0303,Vancouver,"5E-768 Seymour St, Vancouver, BC, V6B 3K9, Canada",Delta; Langley; Surrey; Vancouver; White Rock,No,not reachable or parked: http://www.ccrandd.com/: status=200 len=97 parked=False | https://www.ccrandd.com/: status=200 len=97 parked=False | https://ccrandd.com/: status=200 len=97 parked=False | http://ccrandd.com/: status=200 len=97 parked=False,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Consumers-Choice-Roofing-Drainage-Ltd/7828642.html
Cooper Roofing,,778-773-3124,Vancouver,"600-1285 Broadway W, Vancouver, BC, V6H 3X8, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Cooper-Roofing/101841618.html
Copper Roof Risk Management Inc,,604-669-0456,Vancouver,"95-1687W Broadway W, Vancouver, BC, V6J 1X2, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Copper-Roof-Risk-Management-Inc/104386851.html
Crown Roofing & Drainage,http://www.crownroofingltd.com/,604-737-2477,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Delta; Richmond; Vancouver,Yes,"roofing content, name match, city match, regional match",https://www.crownroofingltd.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Crown-Roofing-Drainage/101511320.html
Crucial Roof Services Ltd,http://crucialroofservices.com/,604-638-2192,Vancouver,"BC, Canada",Delta; Langley; Surrey; Vancouver; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.crucialroofservices.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Crucial-Roof-Services-Ltd/3408622.html
Curtis John Roofing & Repairs Since 1978,,604-729-3260,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Curtis-John-Roofing-Repairs-Since-1978/101301806.html
D D M Roofing,,604-771-3725,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/D-D-M-Roofing/101028463.html
DATS Roofing,http://datsroofing.ca/,604-767-0875,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Vancouver,No,"not reachable or parked: http://datsroofing.ca/: HTTPConnectionPool(host='datsroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='datsroofing.ca', port=80): Failed to resolve 'datsroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://datsroofing.ca/: HTTPSConnectionPool(host='datsroofing.ca', port=443): Max ret",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/DATS-Roofing/100847281.html
DIR Waterproofing Ltd,,604-789-7349,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/DIR-Waterproofing-Ltd/6146282.html
Dave's Roofing Flashing & Skylights.,,604-700-7663,Vancouver,"1060 Howe St, Vancouver, BC, V6Z 1P5, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Dave-s-Roofing-Flashing-Skylights/7061016.html
Delmonte Roofing,,778-955-4684,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Delmonte-Roofing/104505402.html
Deluxe Roofing,,604-318-6151,Vancouver,"BC, Canada",Burnaby; New Westminster; Port Moody; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Deluxe-Roofing/3981855.html
Dial A Roof,,604-618-7255,Vancouver,"Vancouver, BC, V5K 0A1, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Dial-A-Roof/101177427.html
Dominion Roofing Ltd,,604-322-1210,Vancouver,"492 55th Ave E, Vancouver, BC, V5X 1N4, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Dominion-Roofing-Ltd/3602312.html
Done Right Solutions Ltd,http://worryfreeroofing.ca/,604-522-1993,Vancouver,"111-1790 W 10th Ave, Vancouver, BC, V6J 2A6, Canada",Burnaby; New Westminster,Yes,"roofing content, name match, city match, regional match",https://www.pacificwestexteriors.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Done-Right-Solutions-Ltd/8004828.html
Done-Right Roofing & Renovations,,778-881-5309,Vancouver,"Vancouver, BC, V6G 2G1, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Done-Right-Roofing-Renovations/518109.html
Drytech Renovations & Roofing Inc,http://www.drytech.ca/,604-228-7633,Vancouver,"1230 75th Ave W, Vancouver, BC, V6P 3G3, Canada",Vancouver,Yes,"roofing content, name match",https://drytech.ch/en/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Drytech-Renovations-Roofing-Inc/3545499.html
Dulai Roofing Ltd,http://www.dulairoofing.com/,604-874-2111,Vancouver,"Vancouver, BC, Canada",Burnaby; Coquitlam; Delta; Maple Ridge; New Westminster; Pitt Meadows; Port Coquitlam; Richmond; Vancouver,Yes,"roofing content, name match, city match, regional match",https://www.dulairoofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Dulai-Roofing-Ltd/3987912.html
Elevated Roofing,,778-288-7454,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Elevated-Roofing/5821017.html
Endurance Roofing & Renovations,,778-653-7072,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Endurance-Roofing-Renovations/104618915.html
Enviro Roofing,,778-654-6901,Vancouver,"739-8623 Granville St, Vancouver, BC, V6P 5A2, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Enviro-Roofing/100470592.html
Enviro-Green Roof Restorations - Roof Cleaning & Moss Removal,https://enviro-roofrestoration.com/,604-505-9744,Vancouver,"2828 Main St, Vancouver, BC, V5T 3G2, Canada",Vancouver,Yes,"roofing content, phone match, name match, city match, regional match",https://www.enviro-roofrestoration.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Enviro-Green-Roof-Restorations-Roof-Cleaning-Moss-Removal/8083887.html
Equinox Roofing,,604-970-1026,Vancouver,"7523 Victoria Dr, Vancouver, BC, V5P 3Z6, Canada",North Vancouver; West Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Equinox-Roofing/6059384.html
Erin Roofing & Water Proofing Ltd,,778-996-6151,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Erin-Roofing-Water-Proofing-Ltd/101082332.html
Evertile Roofing Macroline Ltd,,604-266-2643,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Evertile-Roofing-Macroline-Ltd/104735186.html
Every Shingle Thing Roofing,,778-232-8166,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Every-Shingle-Thing-Roofing/101028352.html
Evo Roofing,,604-722-9981,Vancouver,"Vancouver, BC, V6B 3P7, Canada",Burnaby; New Westminster; Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Evo-Roofing/100847673.html
Fairweather Roofing,,604-315-4135,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Fairweather-Roofing/101034964.html
First Choice Roofing,,604-356-6927,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/First-Choice-Roofing/104906306.html
Frank The Roofing Specialist,,778-230-5717,Vancouver,"Vancouver, BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Frank-The-Roofing-Specialist/5957189.html
Frank's Roofing,,778-883-5826,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Frank-s-Roofing/104460699.html
Fraserview Roofing,http://www.fraserviewroofing.com/,604-897-3614,Vancouver,"5907 Culloden Street, Vancouver, BC, V5W 3S3, Canada",Delta; Langley; Surrey; Vancouver; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://fraserviewroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Fraserview-Roofing/7899838.html
Fraserview Roofing And Renovations,http://fraserviewroofnreno.com/,604-330-3443,Vancouver,"5907 Culloden St, Vancouver, BC, V5W 3S3, Canada",Vancouver,No,active HTTP but no roofing/company/local cross-reference,https://www.aaronmoorhead.com/journal/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Fraserview-Roofing-And-Renovations/102445430.html
Fraserview Roofing Ltd,,778-728-0546,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Fraserview-Roofing-Ltd/100481158.html
Full Star Roofing & Construction,,778-885-0028,Vancouver,"205-1111 Barclay St, Vancouver, BC, V6E 1G9, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Full-Star-Roofing-Construction/6900694.html
Futat Roofing,,778-882-6618,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Futat-Roofing/101108824.html
G.K. Roofing Ltd,,604-259-1633,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/G-K-Roofing-Ltd/101034647.html
General Roofing Systems Canada,http://www.vancouverflatroofing.com/,604-261-7663,Vancouver,"BC, Canada",Vancouver,No,"not reachable or parked: http://www.vancouverflatroofing.com/: HTTPConnectionPool(host='www.vancouverflatroofing.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.vancouverflatroofing.com', port=80): Failed to resolve 'www.vancouverflatroofing.com' ([Errno 11001] getaddrinfo failed)"")) | https://www.vancouverflatroofi",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/General-Roofing-Systems-Canada/6884239.html
Gm Roofing Ltd,,604-874-5430,Vancouver,"1306 24Th Ave E, Vancouver, BC, V5V 2B7, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Gm-Roofing-Ltd/104453948.html
Goodvans Roofing,,123-157-7988,Vancouver,"2161 33Rd Ave W, Vancouver, BC, V6M 1C1, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Goodvans-Roofing/104158814.html
Granville Cladding & Roofing Ltd,http://www.granvilleroofing.com/,604-878-7663,Vancouver,"400-601 Broadway W, Vancouver, BC, V5Z 4C2, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match",https://www.granvilleroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Granville-Cladding-Roofing-Ltd/8210114.html
Great West Coast Roofing Ltd,http://www.greatwestcoastroofing.com/,778-783-0271,Vancouver,"668 Citadel Parade, Vancouver, BC, V6B 1W6, Canada",Port Moody; Vancouver,Yes,"roofing content, name match",https://greatwestcoastroofing.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Vancouver/Great-West-Coast-Roofing-Ltd/102510797.html
Green Hornet Roofing,,604-657-1338,Vancouver,"BC, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Green-Hornet-Roofing/104314320.html
Green Theory Roofing,https://www.greentheoryroofing.com/,604-690-8843,Vancouver,"BC, Canada",Vancouver,No,not reachable or parked: https://www.greentheoryroofing.com/: status=200 len=163 parked=True | https://greentheoryroofing.com/: status=200 len=163 parked=True | http://www.greentheoryroofing.com/: status=200 len=163 parked=True | http://greentheoryroofing.com/: status=200 len=163 parked=True,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Green-Theory-Roofing/102797137.html
Grist Slate & Copper Roofing,https://www.gristslateandcopper.com/,250-800-5711,Vancouver,"1345 Ravensview Dr, Victoria, BC, V9B 6P7, Canada",Vancouver,Yes,"roofing content, name match, city match, regional match",https://www.gristslateandcopper.com/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Victoria/Grist-Slate-Copper-Roofing/5863735.html
